LAT,LON
36.68502,22.83080,
36.68503,22.83080,
36.68510,22.83080,
36.68512,22.83080,
36.68512,22.83080,
36.68507,22.83080,
36.68512,22.83082,
36.68510,22.83081,
36.68510,22.83081,
36.68508,22.83082,
36.68508,22.83081,
36.68508,22.83081,
36.68508,22.83081,
36.68506,22.83081,
36.68506,22.83081,
36.68507,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68503,22.83080,
36.68505,22.83080,
36.68510,22.83080,
36.68511,22.83081,
36.68511,22.83081,
36.68510,22.83084,
36.68510,22.83083,
36.68510,22.83083,
36.68510,22.83083,
36.68510,22.83083,
36.68510,22.83083,
36.68508,22.83084,
36.68508,22.83083,
36.68508,22.83083,
36.68508,22.83083,
36.68508,22.83083,
36.68506,22.83083,
36.68506,22.83083,
36.68506,22.83083,
36.68505,22.83084,
36.68498,22.83082,
36.68500,22.83082,
36.68502,22.83080,
36.68503,22.83080,
36.68507,22.83080,
36.68503,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68508,22.83082,
36.68506,22.83081,
36.68505,22.83084,
36.68505,22.83084,
36.68505,22.83084,
36.68505,22.83084,
36.68505,22.83084,
36.68502,22.83083,
36.68502,22.83083,
36.68502,22.83084,
36.68499,22.83083,
36.68489,22.83081,
36.68494,22.83082,
36.68495,22.83082,
36.68498,22.83082,
36.68502,22.83080,
36.68502,22.83080,
36.68508,22.83080,
36.68505,22.83082,
36.68503,22.83082,
36.68502,22.83082,
36.68492,22.83082,
36.68493,22.83081,
36.68494,22.83082,
36.68493,22.83081,
36.68494,22.83082,
36.68493,22.83081,
36.68494,22.83081,
36.68494,22.83081,
36.68498,22.83080,
36.68499,22.83080,
36.68499,22.83080,
36.68502,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83082,
36.68510,22.83081,
36.68510,22.83081,
36.68508,22.83081,
36.68508,22.83081,
36.68508,22.83082,
36.68506,22.83081,
36.68507,22.83082,
36.68506,22.83081,
36.68506,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68505,22.83080,
36.68511,22.83080,
36.68511,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68511,22.83081,
36.68510,22.83081,
36.68510,22.83081,
36.68510,22.83081,
36.68510,22.83081,
36.68510,22.83081,
36.68510,22.83081,
36.68508,22.83081,
36.68508,22.83082,
36.68508,22.83081,
36.68508,22.83081,
36.68506,22.83081,
36.68502,22.83080,
36.68505,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68505,22.83080,
36.68506,22.83080,
36.68506,22.83080,
36.68506,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83081,
36.68508,22.83082,
36.68508,22.83082,
36.68508,22.83082,
36.68508,22.83082,
36.68508,22.83082,
36.68506,22.83081,
36.68507,22.83082,
36.68506,22.83081,
36.68507,22.83082,
36.68506,22.83081,
36.68507,22.83082,
36.68506,22.83081,
36.68507,22.83082,
36.68506,22.83081,
36.68507,22.83082,
36.68506,22.83081,
36.68505,22.83081,
36.68505,22.83081,
36.68505,22.83082,
36.68502,22.83081,
36.68500,22.83082,
36.68497,22.83081,
36.68497,22.83081,
36.68494,22.83081,
36.68494,22.83081,
36.68494,22.83081,
36.68497,22.83080,
36.68498,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68505,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68507,22.83082,
36.68507,22.83082,
36.68505,22.83081,
36.68505,22.83082,
36.68505,22.83081,
36.68505,22.83082,
36.68505,22.83081,
36.68505,22.83082,
36.68505,22.83081,
36.68505,22.83082,
36.68505,22.83081,
36.68505,22.83082,
36.68503,22.83082,
36.68503,22.83082,
36.68502,22.83081,
36.68502,22.83082,
36.68499,22.83081,
36.68498,22.83081,
36.68497,22.83080,
36.68497,22.83080,
36.68497,22.83080,
36.68500,22.83067,
36.68510,22.83080,
36.68510,22.83080,
36.68511,22.83080,
36.68511,22.83081,
36.68511,22.83081,
36.68511,22.83081,
36.68511,22.83083,
36.68511,22.83083,
36.68511,22.83083,
36.68510,22.83083,
36.68510,22.83083,
36.68510,22.83083,
36.68510,22.83083,
36.68510,22.83083,
36.68508,22.83083,
36.68508,22.83083,
36.68508,22.83083,
36.68508,22.83083,
36.68506,22.83083,
36.68506,22.83083,
36.68505,22.83081,
36.68503,22.83082,
36.68494,22.83080,
36.68490,22.83082,
36.68490,22.83082,
36.68489,22.83081,
36.68484,22.83083,
36.68485,22.83084,
36.68486,22.83081,
36.68486,22.83082,
36.68486,22.83081,
36.68486,22.83082,
36.68486,22.83081,
36.68489,22.83082,
36.68493,22.83080,
36.68498,22.83078,
36.68503,22.83078,
36.68498,22.83080,
36.68503,22.83080,
36.68502,22.83082,
36.68502,22.83081,
36.68502,22.83082,
36.68502,22.83081,
36.68502,22.83082,
36.68502,22.83081,
36.68502,22.83081,
36.68499,22.83081,
36.68498,22.83081,
36.68494,22.83081,
36.68484,22.83084,
36.68484,22.83084,
36.68484,22.83083,
36.68485,22.83084,
36.68486,22.83084,
36.68486,22.83084,
36.68492,22.83084,
36.68505,22.83078,
36.68506,22.83078,
36.68506,22.83080,
36.68505,22.83080,
36.68505,22.83080,
36.68502,22.83080,
36.68503,22.83080,
36.68502,22.83080,
36.68503,22.83080,
36.68502,22.83080,
36.68503,22.83080,
36.68502,22.83080,
36.68503,22.83080,
36.68502,22.83081,
36.68502,22.83081,
36.68502,22.83081,
36.68502,22.83081,
36.68499,22.83081,
36.68499,22.83081,
36.68497,22.83082,
36.68489,22.83081,
36.68490,22.83082,
36.68489,22.83081,
36.68490,22.83082,
36.68489,22.83081,
36.68490,22.83082,
36.68489,22.83080,
36.68492,22.83080,
36.68494,22.83080,
36.68502,22.83078,
36.68503,22.83078,
36.68502,22.83080,
36.68505,22.83080,
36.68502,22.83081,
36.68500,22.83082,
36.68499,22.83081,
36.68500,22.83082,
36.68499,22.83081,
36.68499,22.83081,
36.68498,22.83082,
36.68484,22.83083,
36.68484,22.83083,
36.68485,22.83084,
36.68484,22.83083,
36.68485,22.83084,
36.68484,22.83083,
36.68485,22.83084,
36.68484,22.83083,
36.68486,22.83083,
36.68486,22.83083,
36.68488,22.83081,
36.68490,22.83082,
36.68489,22.83080,
36.68497,22.83078,
36.68498,22.83078,
36.68502,22.83078,
36.68502,22.83078,
36.68502,22.83078,
36.68502,22.83080,
36.68503,22.83080,
36.68500,22.83082,
36.68498,22.83082,
36.68497,22.83082,
36.68494,22.83082,
36.68486,22.83081,
36.68485,22.83084,
36.68486,22.83084,
36.68492,22.83082,
36.68492,22.83082,
36.68502,22.83080,
36.68502,22.83082,
36.68500,22.83082,
36.68498,22.83082,
36.68497,22.83082,
36.68495,22.83082,
36.68492,22.83082,
36.68486,22.83082,
36.68490,22.83082,
36.68492,22.83082,
36.68494,22.83080,
36.68502,22.83084,
36.68500,22.83084,
36.68498,22.83084,
36.68497,22.83084,
36.68494,22.83084,
36.68486,22.83084,
36.68489,22.83084,
36.68490,22.83084,
36.68492,22.83082,
36.68497,22.83080,
36.68505,22.83080,
36.68505,22.83080,
36.68505,22.83082,
36.68502,22.83082,
36.68500,22.83082,
36.68498,22.83082,
36.68497,22.83082,
36.68494,22.83084,
36.68489,22.83084,
36.68490,22.83084,
36.68492,22.83084,
36.68494,22.83084,
36.68494,22.83082,
36.68497,22.83080,
36.68507,22.83080,
36.68508,22.83080,
36.68507,22.83082,
36.68507,22.83084,
36.68505,22.83084,
36.68503,22.83084,
36.68502,22.83084,
36.68494,22.83082,
36.68494,22.83080,
36.68495,22.83080,
36.68505,22.83080,
36.68507,22.83080,
36.68505,22.83080,
36.68508,22.83082,
36.68508,22.83082,
36.68508,22.83084,
36.68507,22.83084,
36.68505,22.83084,
36.68503,22.83082,
36.68502,22.83082,
36.68500,22.83082,
36.68497,22.83082,
36.68494,22.83082,
36.68490,22.83082,
36.68494,22.83084,
36.68495,22.83084,
36.68497,22.83082,
36.68498,22.83082,
36.68508,22.83080,
36.68503,22.83080,
36.68508,22.83082,
36.68505,22.83082,
36.68503,22.83082,
36.68497,22.83082,
36.68495,22.83082,
36.68497,22.83082,
36.68498,22.83082,
36.68502,22.83082,
36.68505,22.83082,
36.68508,22.83082,
36.68513,22.83082,
36.68515,22.83082,
36.68510,22.83082,
36.68512,22.83084,
36.68510,22.83084,
36.68508,22.83084,
36.68508,22.83082,
36.68507,22.83082,
36.68505,22.83082,
36.68500,22.83080,
36.68503,22.83080,
36.68500,22.83080,
36.68503,22.83080,
36.68510,22.83082,
36.68508,22.83082,
36.68507,22.83082,
36.68507,22.83084,
36.68505,22.83084,
36.68505,22.83082,
36.68503,22.83082,
36.68502,22.83082,
36.68495,22.83082,
36.68495,22.83084,
36.68498,22.83082,
36.68498,22.83082,
36.68500,22.83082,
36.68499,22.83081,
36.68502,22.83080,
36.68506,22.83078,
36.68506,22.83078,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68507,22.83082,
36.68506,22.83081,
36.68505,22.83082,
36.68502,22.83081,
36.68502,22.83082,
36.68500,22.83082,
36.68497,22.83080,
36.68495,22.83080,
36.68490,22.83080,
36.68494,22.83082,
36.68495,22.83082,
36.68497,22.83082,
36.68497,22.83082,
36.68499,22.83080,
36.68507,22.83080,
36.68506,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83082,
36.68508,22.83082,
36.68508,22.83082,
36.68508,22.83082,
36.68506,22.83081,
36.68507,22.83082,
36.68506,22.83081,
36.68507,22.83082,
36.68506,22.83081,
36.68507,22.83082,
36.68505,22.83080,
36.68503,22.83080,
36.68502,22.83080,
36.68500,22.83078,
36.68497,22.83077,
36.68500,22.83078,
36.68502,22.83078,
36.68502,22.83078,
36.68502,22.83078,
36.68505,22.83078,
36.68508,22.83078,
36.68511,22.83080,
36.68511,22.83080,
36.68507,22.83078,
36.68506,22.83078,
36.68510,22.83081,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68499,22.83078,
36.68502,22.83080,
36.68502,22.83078,
36.68503,22.83078,
36.68502,22.83078,
36.68503,22.83078,
36.68502,22.83080,
36.68502,22.83080,
36.68505,22.83080,
36.68506,22.83080,
36.68517,22.83082,
36.68513,22.83082,
36.68513,22.83081,
36.68517,22.83084,
36.68516,22.83083,
36.68515,22.83083,
36.68515,22.83083,
36.68515,22.83084,
36.68515,22.83083,
36.68515,22.83084,
36.68515,22.83084,
36.68515,22.83083,
36.68511,22.83081,
36.68502,22.83077,
36.68503,22.83078,
36.68503,22.83080,
36.68503,22.83080,
36.68502,22.83080,
36.68503,22.83080,
36.68502,22.83080,
36.68503,22.83080,
36.68505,22.83080,
36.68505,22.83080,
36.68505,22.83080,
36.68505,22.83080,
36.68505,22.83080,
36.68508,22.83080,
36.68510,22.83080,
36.68516,22.83081,
36.68520,22.83084,
36.68524,22.83086,
36.68526,22.83088,
36.68526,22.83088,
36.68523,22.83085,
36.68527,22.83088,
36.68525,22.83088,
36.68524,22.83088,
36.68525,22.83088,
36.68524,22.83088,
36.68525,22.83088,
36.68524,22.83088,
36.68525,22.83088,
36.68524,22.83088,
36.68525,22.83088,
36.68524,22.83088,
36.68525,22.83088,
36.68524,22.83088,
36.68523,22.83086,
36.68523,22.83086,
36.68523,22.83086,
36.68521,22.83085,
36.68522,22.83085,
36.68521,22.83085,
36.68516,22.83081,
36.68516,22.83081,
36.68518,22.83081,
36.68516,22.83081,
36.68516,22.83081,
36.68517,22.83082,
36.68516,22.83081,
36.68517,22.83082,
36.68516,22.83081,
36.68517,22.83082,
36.68517,22.83082,
36.68516,22.83081,
36.68518,22.83083,
36.68521,22.83083,
36.68530,22.83088,
36.68533,22.83090,
36.68531,22.83091,
36.68530,22.83090,
36.68528,22.83090,
36.68528,22.83090,
36.68528,22.83088,
36.68528,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68526,22.83088,
36.68524,22.83086,
36.68524,22.83086,
36.68518,22.83081,
36.68520,22.83083,
36.68520,22.83084,
36.68521,22.83083,
36.68522,22.83084,
36.68521,22.83083,
36.68521,22.83083,
36.68526,22.83085,
36.68526,22.83085,
36.68528,22.83086,
36.68530,22.83086,
36.68530,22.83088,
36.68531,22.83088,
36.68530,22.83088,
36.68528,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68524,22.83088,
36.68525,22.83088,
36.68524,22.83088,
36.68525,22.83088,
36.68524,22.83088,
36.68524,22.83088,
36.68523,22.83086,
36.68523,22.83086,
36.68522,22.83086,
36.68520,22.83085,
36.68518,22.83083,
36.68517,22.83082,
36.68515,22.83082,
36.68517,22.83082,
36.68517,22.83082,
36.68516,22.83081,
36.68516,22.83081,
36.68516,22.83081,
36.68516,22.83081,
36.68518,22.83081,
36.68518,22.83081,
36.68523,22.83085,
36.68531,22.83088,
36.68530,22.83090,
36.68530,22.83090,
36.68528,22.83090,
36.68528,22.83090,
36.68528,22.83090,
36.68528,22.83090,
36.68528,22.83088,
36.68528,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68526,22.83088,
36.68526,22.83088,
36.68525,22.83086,
36.68525,22.83086,
36.68524,22.83085,
36.68518,22.83081,
36.68516,22.83081,
36.68517,22.83084,
36.68518,22.83083,
36.68518,22.83083,
36.68518,22.83084,
36.68516,22.83083,
36.68517,22.83084,
36.68516,22.83083,
36.68517,22.83084,
36.68516,22.83083,
36.68516,22.83083,
36.68518,22.83084,
36.68518,22.83083,
36.68518,22.83084,
36.68520,22.83084,
36.68520,22.83083,
36.68523,22.83083,
36.68524,22.83085,
36.68524,22.83085,
36.68528,22.83088,
36.68527,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83088,
36.68527,22.83088,
36.68526,22.83086,
36.68527,22.83086,
36.68526,22.83086,
36.68526,22.83086,
36.68526,22.83086,
36.68526,22.83086,
36.68526,22.83086,
36.68524,22.83085,
36.68525,22.83085,
36.68523,22.83085,
36.68523,22.83084,
36.68523,22.83084,
36.68525,22.83085,
36.68525,22.83085,
36.68524,22.83085,
36.68525,22.83085,
36.68524,22.83085,
36.68525,22.83085,
36.68524,22.83085,
36.68525,22.83085,
36.68524,22.83085,
36.68525,22.83085,
36.68527,22.83085,
36.68527,22.83085,
36.68528,22.83086,
36.68530,22.83086,
36.68526,22.83086,
36.68528,22.83088,
36.68528,22.83088,
36.68526,22.83086,
36.68526,22.83086,
36.68526,22.83086,
36.68526,22.83086,
36.68527,22.83086,
36.68524,22.83086,
36.68524,22.83086,
36.68525,22.83086,
36.68510,22.83080,
36.68512,22.83084,
36.68513,22.83084,
36.68515,22.83084,
36.68515,22.83083,
36.68518,22.83085,
36.68530,22.83088,
36.68530,22.83088,
36.68524,22.83086,
36.68528,22.83088,
36.68528,22.83088,
36.68526,22.83088,
36.68526,22.83088,
36.68526,22.83088,
36.68526,22.83088,
36.68526,22.83088,
36.68525,22.83088,
36.68524,22.83088,
36.68524,22.83086,
36.68524,22.83086,
36.68523,22.83086,
36.68521,22.83085,
36.68520,22.83085,
36.68518,22.83082,
36.68520,22.83084,
36.68520,22.83085,
36.68522,22.83085,
36.68523,22.83085,
36.68523,22.83085,
36.68526,22.83085,
36.68526,22.83085,
36.68526,22.83086,
36.68526,22.83086,
36.68526,22.83086,
36.68524,22.83086,
36.68524,22.83086,
36.68524,22.83086,
36.68524,22.83086,
36.68523,22.83086,
36.68522,22.83086,
36.68521,22.83086,
36.68520,22.83085,
36.68518,22.83085,
36.68512,22.83080,
36.68511,22.83080,
36.68512,22.83082,
36.68511,22.83081,
36.68513,22.83082,
36.68513,22.83081,
36.68513,22.83081,
36.68517,22.83082,
36.68518,22.83083,
36.68525,22.83085,
36.68525,22.83086,
36.68524,22.83086,
36.68523,22.83086,
36.68522,22.83086,
36.68522,22.83085,
36.68521,22.83085,
36.68518,22.83083,
36.68517,22.83084,
36.68518,22.83083,
36.68520,22.83084,
36.68522,22.83084,
36.68524,22.83086,
36.68523,22.83086,
36.68523,22.83085,
36.68521,22.83085,
36.68522,22.83085,
36.68522,22.83085,
36.68518,22.83084,
36.68515,22.83082,
36.68515,22.83083,
36.68512,22.83084,
36.68513,22.83084,
36.68515,22.83084,
36.68517,22.83084,
36.68518,22.83084,
36.68530,22.83088,
36.68532,22.83090,
36.68530,22.83092,
36.68528,22.83090,
36.68527,22.83090,
36.68525,22.83090,
36.68525,22.83088,
36.68522,22.83088,
36.68518,22.83085,
36.68518,22.83084,
36.68517,22.83082,
36.68518,22.83082,
36.68520,22.83084,
36.68517,22.83084,
36.68515,22.83084,
36.68517,22.83084,
36.68513,22.83082,
36.68512,22.83082,
36.68512,22.83080,
36.68510,22.83082,
36.68512,22.83082,
36.68513,22.83082,
36.68515,22.83082,
36.68517,22.83082,
36.68518,22.83082,
36.68518,22.83084,
36.68517,22.83084,
36.68515,22.83084,
36.68513,22.83084,
36.68512,22.83084,
36.68510,22.83084,
36.68508,22.83082,
36.68502,22.83080,
36.68503,22.83080,
36.68503,22.83082,
36.68505,22.83082,
36.68505,22.83080,
36.68508,22.83080,
36.68513,22.83082,
36.68517,22.83084,
36.68518,22.83085,
36.68518,22.83085,
36.68518,22.83084,
36.68517,22.83084,
36.68515,22.83084,
36.68512,22.83080,
36.68508,22.83080,
36.68510,22.83080,
36.68510,22.83082,
36.68512,22.83082,
36.68512,22.83084,
36.68515,22.83084,
36.68518,22.83084,
36.68520,22.83085,
36.68523,22.83085,
36.68527,22.83086,
36.68527,22.83088,
36.68523,22.83086,
36.68523,22.83086,
36.68523,22.83086,
36.68523,22.83086,
36.68522,22.83086,
36.68521,22.83086,
36.68521,22.83086,
36.68520,22.83086,
36.68518,22.83085,
36.68518,22.83085,
36.68511,22.83081,
36.68511,22.83081,
36.68508,22.83080,
36.68508,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68515,22.83081,
36.68517,22.83082,
36.68523,22.83085,
36.68518,22.83084,
36.68507,22.83080,
36.68508,22.83082,
36.68510,22.83082,
36.68523,22.83085,
36.68523,22.83085,
36.68520,22.83085,
36.68520,22.83084,
36.68520,22.83085,
36.68518,22.83085,
36.68517,22.83084,
36.68515,22.83084,
36.68515,22.83084,
36.68515,22.83082,
36.68513,22.83082,
36.68510,22.83080,
36.68508,22.83080,
36.68507,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68505,22.83080,
36.68508,22.83080,
36.68510,22.83080,
36.68513,22.83080,
36.68515,22.83080,
36.68516,22.83080,
36.68518,22.83081,
36.68520,22.83082,
36.68516,22.83081,
36.68520,22.83085,
36.68520,22.83085,
36.68520,22.83085,
36.68520,22.83085,
36.68520,22.83084,
36.68520,22.83083,
36.68518,22.83083,
36.68518,22.83084,
36.68518,22.83083,
36.68518,22.83083,
36.68518,22.83083,
36.68517,22.83084,
36.68516,22.83083,
36.68516,22.83083,
36.68516,22.83083,
36.68515,22.83081,
36.68515,22.83081,
36.68512,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68512,22.83082,
36.68511,22.83081,
36.68515,22.83084,
36.68521,22.83085,
36.68522,22.83085,
36.68522,22.83085,
36.68527,22.83086,
36.68522,22.83085,
36.68524,22.83086,
36.68523,22.83085,
36.68523,22.83085,
36.68523,22.83085,
36.68522,22.83085,
36.68521,22.83085,
36.68521,22.83085,
36.68513,22.83081,
36.68503,22.83078,
36.68505,22.83080,
36.68505,22.83080,
36.68507,22.83080,
36.68506,22.83080,
36.68506,22.83080,
36.68506,22.83080,
36.68506,22.83080,
36.68506,22.83080,
36.68508,22.83082,
36.68508,22.83082,
36.68510,22.83082,
36.68517,22.83084,
36.68518,22.83083,
36.68516,22.83081,
36.68520,22.83083,
36.68520,22.83083,
36.68518,22.83084,
36.68518,22.83083,
36.68518,22.83085,
36.68518,22.83085,
36.68518,22.83085,
36.68518,22.83085,
36.68517,22.83085,
36.68516,22.83085,
36.68516,22.83085,
36.68516,22.83085,
36.68515,22.83084,
36.68515,22.83083,
36.68515,22.83083,
36.68513,22.83084,
36.68513,22.83084,
36.68513,22.83083,
36.68511,22.83081,
36.68505,22.83078,
36.68506,22.83078,
36.68506,22.83078,
36.68508,22.83078,
36.68508,22.83078,
36.68508,22.83078,
36.68508,22.83078,
36.68510,22.83078,
36.68510,22.83080,
36.68513,22.83080,
36.68515,22.83080,
36.68511,22.83080,
36.68511,22.83080,
36.68513,22.83080,
36.68513,22.83080,
36.68513,22.83080,
36.68511,22.83080,
36.68510,22.83080,
36.68508,22.83080,
36.68507,22.83080,
36.68506,22.83080,
36.68505,22.83078,
36.68503,22.83077,
36.68502,22.83078,
36.68502,22.83078,
36.68502,22.83078,
36.68502,22.83078,
36.68502,22.83078,
36.68502,22.83078,
36.68502,22.83077,
36.68503,22.83077,
36.68502,22.83077,
36.68502,22.83077,
36.68507,22.83077,
36.68510,22.83077,
36.68510,22.83078,
36.68510,22.83078,
36.68510,22.83078,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83082,
36.68510,22.83081,
36.68508,22.83082,
36.68508,22.83081,
36.68508,22.83081,
36.68508,22.83081,
36.68508,22.83081,
36.68508,22.83081,
36.68508,22.83081,
36.68506,22.83081,
36.68506,22.83081,
36.68506,22.83081,
36.68505,22.83081,
36.68505,22.83081,
36.68505,22.83081,
36.68505,22.83081,
36.68502,22.83080,
36.68502,22.83080,
36.68502,22.83078,
36.68498,22.83078,
36.68499,22.83078,
36.68502,22.83078,
36.68507,22.83078,
36.68513,22.83080,
36.68513,22.83080,
36.68515,22.83080,
36.68510,22.83078,
36.68510,22.83078,
36.68511,22.83078,
36.68511,22.83080,
36.68511,22.83080,
36.68513,22.83080,
36.68513,22.83080,
36.68513,22.83082,
36.68515,22.83081,
36.68518,22.83083,
36.68520,22.83083,
36.68517,22.83084,
36.68523,22.83084,
36.68524,22.83083,
36.68522,22.83084,
36.68525,22.83085,
36.68521,22.83083,
36.68523,22.83085,
36.68522,22.83085,
36.68522,22.83085,
36.68521,22.83085,
36.68522,22.83085,
36.68520,22.83085,
36.68520,22.83085,
36.68518,22.83085,
36.68518,22.83085,
36.68516,22.83085,
36.68515,22.83085,
36.68515,22.83083,
36.68513,22.83083,
36.68512,22.83080,
36.68510,22.83078,
36.68513,22.83081,
36.68508,22.83080,
36.68513,22.83080,
36.68515,22.83080,
36.68515,22.83080,
36.68515,22.83080,
36.68515,22.83082,
36.68515,22.83082,
36.68513,22.83080,
36.68515,22.83082,
36.68517,22.83082,
36.68517,22.83084,
36.68518,22.83084,
36.68518,22.83084,
36.68517,22.83084,
36.68515,22.83084,
36.68515,22.83082,
36.68513,22.83082,
36.68515,22.83082,
36.68515,22.83080,
36.68522,22.83085,
36.68523,22.83085,
36.68523,22.83088,
36.68522,22.83088,
36.68522,22.83086,
36.68520,22.83086,
36.68517,22.83080,
36.68520,22.83084,
36.68522,22.83084,
36.68525,22.83084,
36.68523,22.83084,
36.68525,22.83086,
36.68523,22.83086,
36.68522,22.83086,
36.68520,22.83086,
36.68518,22.83085,
36.68517,22.83085,
36.68513,22.83082,
36.68513,22.83080,
36.68513,22.83082,
36.68515,22.83082,
36.68517,22.83082,
36.68518,22.83084,
36.68523,22.83084,
36.68527,22.83085,
36.68527,22.83086,
36.68528,22.83088,
36.68523,22.83085,
36.68525,22.83088,
36.68523,22.83088,
36.68523,22.83086,
36.68522,22.83086,
36.68520,22.83086,
36.68507,22.83080,
36.68503,22.83078,
36.68503,22.83078,
36.68507,22.83080,
36.68508,22.83080,
36.68510,22.83080,
36.68517,22.83084,
36.68515,22.83084,
36.68513,22.83084,
36.68513,22.83082,
36.68513,22.83081,
36.68515,22.83082,
36.68512,22.83080,
36.68512,22.83078,
36.68513,22.83082,
36.68513,22.83082,
36.68513,22.83084,
36.68515,22.83084,
36.68517,22.83084,
36.68518,22.83084,
36.68522,22.83085,
36.68525,22.83086,
36.68527,22.83086,
36.68522,22.83085,
36.68525,22.83088,
36.68523,22.83088,
36.68522,22.83088,
36.68522,22.83086,
36.68520,22.83086,
36.68518,22.83085,
36.68515,22.83084,
36.68512,22.83080,
36.68510,22.83080,
36.68512,22.83082,
36.68512,22.83080,
36.68512,22.83082,
36.68515,22.83084,
36.68513,22.83082,
36.68515,22.83084,
36.68513,22.83084,
36.68513,22.83082,
36.68512,22.83082,
36.68510,22.83082,
36.68507,22.83080,
36.68510,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68508,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83080,
36.68510,22.83081,
36.68508,22.83082,
36.68508,22.83081,
36.68508,22.83081,
36.68508,22.83081,
36.68507,22.83080,
36.68502,22.83080,
36.68499,22.83080,
36.68503,22.83078,
36.68503,22.83080,
36.68503,22.83078,
36.68505,22.83078,
36.68503,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68502,22.83081,
36.68502,22.83081,
36.68502,22.83081,
36.68502,22.83081,
36.68502,22.83081,
36.68503,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68502,22.83080,
36.68500,22.83082,
36.68499,22.83081,
36.68502,22.83080,
36.68502,22.83080,
36.68499,22.83081,
36.68499,22.83081,
36.68499,22.83081,
36.68499,22.83081,
36.68502,22.83082,
36.68502,22.83081,
36.68499,22.83081,
36.68499,22.83081,
36.68499,22.83081,
36.68499,22.83081,
36.68502,22.83082,
36.68502,22.83082,
36.68500,22.83082,
36.68508,22.83085,
36.68508,22.83085,
36.68521,22.83090,
36.68521,22.83091,
36.68521,22.83091,
36.68511,22.83086,
36.68511,22.83086,
36.68511,22.83086,
36.68513,22.83086,
36.68523,22.83102,
36.68523,22.83104,
36.68523,22.83105,
36.68523,22.83104,
36.68523,22.83106,
36.68521,22.83108,
36.68522,22.83110,
36.68522,22.83104,
36.68522,22.83104,
36.68522,22.83104,
36.68522,22.83104,
36.68522,22.83104,
36.68518,22.83112,
36.68517,22.83112,
36.68521,22.83104,
36.68520,22.83104,
36.68518,22.83108,
36.68518,22.83108,
36.68518,22.83108,
36.68518,22.83108,
36.68518,22.83108,
36.68518,22.83108,
36.68518,22.83108,
36.68518,22.83108,
36.68520,22.83110,
36.68520,22.83110,
36.68520,22.83110,
36.68520,22.83110,
36.68520,22.83110,
36.68520,22.83110,
36.68521,22.83110,
36.68521,22.83110,
36.68521,22.83110,
36.68528,22.83112,
36.68521,22.83110,
36.68521,22.83110,
36.68521,22.83110,
36.68521,22.83110,
36.68528,22.83106,
36.68528,22.83106,
36.68526,22.83106,
36.68526,22.83104,
36.68523,22.83110,
36.68526,22.83104,
36.68526,22.83104,
36.68523,22.83108,
36.68526,22.83103,
36.68526,22.83103,
36.68525,22.83102,
36.68522,22.83098,
36.68518,22.83092,
36.68516,22.83090,
36.68518,22.83094,
36.68518,22.83092,
36.68511,22.83081,
36.68510,22.83081,
36.68513,22.83085,
